intreno;butxt;xauthgrp;syst_num;status;objname;tipob;validfrom;validto;priznas;region;bezei;home_city;city;zzcitydistr;city2;region_city;street;num;vidpr;zz_vidpr;zz_spost;zz_peref;zz_dnperp;zz_doperp;currtxt;elorgst_text;blktx;grpodr;vsp_num;vsp_name;statisp;curpriz;podrvalfrom;podrvalto;zz_objcat;zzelorgst_text;orgunit_text;blkid_easup_txt;statusesq;zz_priznas;segmentt;subsegmentt;irrate_ch;elorgst;grpodr_;usgfunction;xmusgfunction;zz_prport;zz_prpl;k4_koef_ch;first_line_house;posnr;bukrs;objnr;zz_klasz;objnr_ao;factusing;branc;segment;obsh_plosh;osnov_plosh;vspom_plosh;proch_plosh;plosh_v_ar;neis_plosh;osn_obsh;vspom_obsh;org_pm;teh_pm;balans_v;ostat_v;rinoch_v;arend_st;no_nds_st;nds;obespech;val_arend_st;val_no_nds_st;val_nds;perem_ap;obespech_z;schet_podr;vspplp;vspshch;obespech_p;schet_zdn;neis_square;orgunit;blkid_easup;orgunit_square;quan;irrate;k4_koef;zz_lattitude;zz_longitude;ctl_action;ctl_validfrom;ctl_validto;ctl_pa_loading;archive_name;file_name;ctl_loading
IB00100010100;Поволжский банк;Пензенское отд. №8624;5400/1/1558;В пользовании;8624/0252 С (с.Голицыно,ул.Московская,д.7) 58:21:26:11:7:0:0:0 4291/023;Здание/помещение  (нежилое);1994-04-09;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Нижнеломовский;;;с Голицыно;;ул Московская;влд7;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-12;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Отдел недвиж-ти и разв-я инфраструктуры;Сервисы;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.205,25;10;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001558;05;I000000000000000837889;06;8624;06;64.9000;64.9000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;949.4068;901.9365;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10283389;30;64.9000;0.0000;4205.25;1.2000000000;53.620001;44.125106;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010102;Поволжский банк;Пензенское отд. №8624;5400/1/1560;В пользовании;"8624/0244;0254;0280 С(г.Нижний Ломов,ул.Ленина,д.52)КИЦ 4291 58:32:0:50:52:0:0:А";Здание/помещение  (нежилое);1993-01-08;9999-12-31;Д – город с населением <100 тыс. жителей;58;обл Пензенская;р-н Нижнеломовский;г Нижний Ломов;;;;ул Ленина;влд52;Собственность;01;Решение органов власти кроме залога;Объекты в плане текущего года;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Универсальное;Дополнительный офис №8624/0244;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;4.239,90;37;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001560;05;I000000000000000833173;06;8624;06;825.6000;672.5700;175.5300;0.0000;151.4000;0.0000;81.4644;21.2609;0.0000;0.0000;36773.5128;36219.5580;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;35.8956;1;0.0000;0.0000;16.7700;0;14.6400;10202029;38;268.3200;16.0000;4239.90;1.2000000000;53.541461;43.695939;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010132;Поволжский банк;Пензенское отд. №8624;5400/1/1590;В пользовании;8624/0143 С (с.Сумы,ул.Центральная площадь,д.2-1) 4000/044;Здание/помещение  (нежилое);1994-08-30;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Колышлейский;;;с Сумы;;пл Центральная;2-1;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8624/0143;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.205,25;10;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001590;05;I000000000000000837871;06;8624;06;45.7000;45.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;799.6595;740.7048;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;45.7000;1;0.0000;0.0000;45.7000;0;0.0000;10274068;38;45.7000;1.0000;4205.25;1.2000000000;52.699963;44.740588;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010152;Поволжский банк;Оренбургское отд. №8623;5400/1/1610;В пользовании;8623 Д/о №8623/208;Здание/помещение  (нежилое);1998-12-31;9999-12-31;СМ- сельская местность;56;обл Оренбургская;р-н Пономаревский;;;с Пономаревка;;ул Советская;зд26;Собственность;01;Преобразование имущественного права;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Дополнительный офис № 8623/0208;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.963,10;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001610;04;I000000000000000836858;06;8623;06;191.8000;191.8000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2267.7398;2213.3140;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.9667;1;0.0000;0.0000;31.9667;0;0.0000;10191637;38;191.8000;6.0000;2963.10;1.2000000000;53.317299;54.122119;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010159;Поволжский банк;Оренбургское отд. №8623;5400/1/1617;В пользовании;8623 Д/о №8623/172;Здание/помещение  (нежилое);1995-04-25;9999-12-31;СМ- сельская местность;56;обл Оренбургская;р-н Октябрьский;;;с Буланово;;ул Краснопартизанская;8;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис № 8623/0172;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.963,10;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001617;04;I000000000000000836856;06;8623;06;97.8000;97.8000;0.0000;0.0000;18.7500;0.0000;100.0000;0.0000;0.0000;0.0000;1559.4212;1481.4502;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;97.8000;1;0.0000;0.0000;79.0500;0;0.0000;10274728;38;79.0500;1.0000;2963.10;1.2000000000;52.453315;55.163698;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010189;Поволжский банк;Пензенское отд. №8624;5400/1/1647;В пользовании;8624/0201 С (с.Пушанино,ул.Пригородная,д.162)4285/059;Здание/помещение  (нежилое);1995-03-31;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Белинский;;;с Пушанино;;ул Пригородная;зд162;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8624/0201;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.205,25;10;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001647;05;I000000000000000837878;06;8624;06;63.6000;63.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;968.2470;919.8346;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;63.6000;1;0.0000;0.0000;63.6000;0;0.0000;10274795;38;63.6000;1.0000;4205.25;1.2000000000;52.932740;43.385683;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010191;Поволжский банк;Пензенское отд. №8624;5400/1/1649;В пользовании;"8624/0174;0243 С (г.Каменка,ул.Центральная, д.14) КИЦ ДОУФ 58:30:0:131:14:А:0:;30.10.16";Здание/помещение  (нежилое);1994-12-30;9999-12-31;Д – город с населением <100 тыс. жителей;58;обл Пензенская;р-н Каменский;г Каменка;;;;ул Центральная;зд14;Собственность;01;Строительство;;2023-02-21;2023-03-31;;;Сервисы;ГРУППА B. Офисы;;;;Нет;2026-01-12;2026-12-31;B;ЦПН;ТОЕ_8624.ГСБ ДНиЭ Недвижим (внеш.аренда);Сервисы;Неиспользуемые: Сдано в аренду;04;Административный;Офисы;-;41;02;01;Служебное;X;;-;X;0000000000;5400;IB54000000000100001649;02;I000000000000000833138;07;8624;07;1516.6000;1324.1500;436.1500;0.0000;688.9900;0.0000;87.3104;28.7584;0.0000;0.0000;69219.6732;68325.8521;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;94.7874;1;0.0000;0.0000;0.0000;0;0.0000;19073359;30;615.6700;0.0000;0.00;1.0000000000;53.188691;44.013947;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010199;Поволжский банк;Пензенское отд. №8624;5400/1/1657;В пользовании;8624/0215 С (с.Черкасское,ул.Юбилейная,д.1А)58:23:42:13:1А:0:0: 4285/074;Здание/помещение  (нежилое);1994-11-30;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Пачелмский;;;с Черкасское;;ул Юбилейная;1;Собственность;01;Строительство;Не планируется переформатирование;2021-03-23;2021-06-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8624/0215;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;3.503,85;10;01;01;Служебное;X;;-;;0000000000;5400;IB54000000000100001657;05;I000000000000000837884;06;8624;06;44.5000;44.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;592.0123;562.4116;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;44.5000;1;0.0000;0.0000;44.5000;0;0.0000;10275103;38;44.5000;1.0000;3503.85;1.0000000000;53.405163;43.086760;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010202;Поволжский банк;Пензенское отд. №8624;5400/1/1660;В пользовании;8624/0210 С (с.Пичевка,ул.Дружная,д.13) 4285/069;Здание/помещение  (нежилое);1996-07-22;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Белинский;;;с Пичевка;;ул Дружная;зд13;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8624/0210;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;3.503,85;10;01;01;Служебное;X;;-;;0000000000;5400;IB54000000000100001660;05;I000000000000000837882;06;8624;06;57.5000;57.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;706.6731;671.3394;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;57.5000;1;0.0000;0.0000;57.5000;0;0.0000;10275101;38;57.5000;1.0000;3503.85;1.0000000000;52.949531;43.197356;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010275;Поволжский банк;Волгоградское отд. №8621;5400/1/1733;В пользовании;Волгоградское ОСБ № 8621/0339;Здание/помещение  (нежилое);2011-08-01;9999-12-31;М – город с населением >=1000 тыс. жителей;34;обл Волгоградская;;г Волгоград;;;;ул им. Писемского;93;Собственность;01;Договор купли-продажи;Переформатирование завершено;2022-07-01;2022-11-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис № 8621/0339;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;7.599,90;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001733;02;I000000000000000838600;06;8621;06;185.8000;185.8000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;14602.7216;12957.3445;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;26.5429;1;0.0000;0.0000;26.5429;0;0.0000;10048449;38;185.8000;7.0000;7599.90;1.2000000000;48.628168;44.414459;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010278;Поволжский банк;Волгоградское отд. №8621;5400/1/1736;В пользовании;Волгоградское ОСБ № 8621/0324;Здание/помещение  (нежилое);2007-10-25;9999-12-31;М – город с населением >=1000 тыс. жителей;34;обл Волгоградская;;г Волгоград;Советский;;;ул Волгоградская (Рабочий поселок Горьковск;13;Собственность;01;Договор купли-продажи;Объекты в плане следующих лет;;2015-06-10;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис № 8621/0324;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;6.103,65;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001736;02;I000000000000000835662;06;8621;06;99.4000;99.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;7185.4760;6152.8328;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;19.8800;1;0.0000;0.0000;19.8800;0;0.0000;10048315;38;99.4000;5.0000;6103.65;1.2000000000;48.704080;44.451726;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010280;Поволжский банк;Волгоградское отд. №8621;5400/1/1738;В пользовании;Волгоградское ОСБ № 8621/0322;Здание/помещение  (нежилое);2007-07-19;9999-12-31;М – город с населением >=1000 тыс. жителей;34;обл Волгоградская;;г Волгоград;;;;ул Казахская;28;Собственность;01;Договор купли-продажи;Переформатирование завершено;2022-07-01;2022-11-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис № 8621/0322;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;5.905,20;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001738;02;I000000000000000838601;06;8621;06;252.8000;252.8000;0.0000;0.0000;1.0000;0.0000;100.0000;0.0000;0.0000;0.0000;25883.2690;22095.4734;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18.0571;1;0.0000;0.0000;17.9857;0;0.0000;10048815;38;251.8000;14.0000;5905.20;1.2000000000;48.675921;44.445505;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010286;Поволжский банк;Ульяновское отд. №8588;5400/1/1744;В пользовании;д.о.№8588/014;Здание/помещение  (нежилое);1996-12-30;9999-12-31;Т - город с населением >=500 и <1000 тыс. жителей;73;обл Ульяновская;;г Ульяновск;;;;ул Можайского;6Ак2;Собственность;01;Решение органов власти кроме залога;Переформатирование завершено;2022-07-22;2022-11-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис №8588/0343;Развитие клиентского опыта B2C;Используется;02;Ритейл;Ритейл - стритритейл, ВПП;8.413,65;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001744;04;I000000000000000838581;06;8588;06;320.9000;320.9000;0.0000;0.0000;0.5000;0.0000;100.0000;0.0000;0.0000;0.0000;11593.2278;11199.0580;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10152396;40;320.4000;0.0000;8413.65;1.2000000000;54.324352;48.391113;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010289;Поволжский банк;Ульяновское отд. №8588;5400/1/1747;В пользовании;д.о.№8588/013;Здание/помещение  (нежилое);2007-06-27;9999-12-31;Т - город с населением >=500 и <1000 тыс. жителей;73;обл Ульяновская;;г Ульяновск;;;;ул Минаева;26/1;Собственность;01;Договор купли-продажи;;2023-06-01;2023-12-01;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-20;2026-12-31;B;ВСП РБ: Универсальное;Дополнительный офис №8588/013;Сеть продаж;Используется;02;Ритейл;Ритейл - стритритейл, ВПП;8.413,65;37;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001747;04;I000000000000000835700;06;8588;06;356.2000;356.2000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;15385.9389;13117.7887;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;71.2400;1;0.0000;0.0000;203.1600;0;0.0000;10040870;38;203.1600;1.0000;8413.65;1.2000000000;54.306566;48.381188;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010290;Поволжский банк;Ульяновское отд. №8588;5400/1/1748;В пользовании;д.о.№8588/125;Здание/помещение  (нежилое);2001-09-24;9999-12-31;Т - город с населением >=500 и <1000 тыс. жителей;73;обл Ульяновская;;г Ульяновск;;;;пр-кт Ульяновский;2;Собственность;01;Договор купли-продажи;Переформатирование завершено;2022-07-01;2022-11-15;;;;;;;;Нет;;;;;;;;02;;;0,00;;;01;Служебное;X;;-;X;0000000000;5400;IB54000000000100001748;04;I000000000000000838569;;8588;;241.9000;241.9000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;9504.6901;9314.5962;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;0;0.0000;0.0000;0.0000;0;0.0000;0;0;0.0000;0.0000;0.00;1.0000000000;54.369445;48.589382;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010291;Поволжский банк;Ульяновское отд. №8588;5400/1/1749;В пользовании;д.о.№8588/004;Здание/помещение  (нежилое);2010-06-04;9999-12-31;Т - город с населением >=500 и <1000 тыс. жителей;73;обл Ульяновская;;г Ульяновск;;;;ул Радищева;39;Собственность;01;Договор купли-продажи;Переформатирование завершено;2023-06-01;2023-12-01;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-20;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис №8588/04;Сеть продаж;Используется;02;Ритейл;Ритейл - стритритейл, ВПП;8.413,65;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001749;04;I000000000000000839093;06;8588;06;270.7000;270.7000;0.0000;0.0000;1.1000;0.0000;100.0000;0.0000;0.0000;0.0000;37459.3396;37049.1396;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;24.6091;1;0.0000;0.0000;16.6345;0;0.0000;10040593;38;182.9800;11.0000;8413.65;1.2000000000;54.327199;48.401362;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010294;Поволжский банк;Волгоградское отд. №8621;5400/1/1752;В пользовании;Волгоградское ОСБ № 8621/09;Здание/помещение  (нежилое);2006-10-31;9999-12-31;М – город с населением >=1000 тыс. жителей;34;обл Волгоградская;;г Волгоград;;;;ул 51-й Гвардейской;53;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис № 8621/09;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;6.967,80;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001752;02;I000000000000000837578;06;8621;06;141.3000;235.6000;0.0000;0.0000;0.0000;0.0000;166.7374;0.0000;0.0000;0.0000;11537.3680;9762.3885;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;15.7000;1;0.0000;0.0000;15.7000;0;0.0000;10047639;38;141.3000;9.0000;6967.80;1.2000000000;48.704071;44.451768;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010295;Поволжский банк;Волгоградское отд. №8621;5400/1/1753;В пользовании;Волгоградское ОСБ № 8621/09;Здание/помещение  (нежилое);2008-09-30;9999-12-31;М – город с населением >=1000 тыс. жителей;34;обл Волгоградская;;г Волгоград;Дзержинский;;;ул 51-й Гвардейской;53;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис № 8621/09;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;6.967,80;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001753;02;I000000000000000837578;06;8621;06;94.3000;235.6000;0.0000;0.0000;0.0000;0.0000;249.8409;0.0000;0.0000;0.0000;7962.4470;6888.8588;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10047639;38;94.3000;0.0000;6967.80;1.2000000000;48.704071;44.451768;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010306;Поволжский банк;Волгоградское отд. №8621;5400/1/1764;В пользовании;Гараж (3 бокс);Здание/помещение  (нежилое);1996-12-01;9999-12-31;М – город с населением >=1000 тыс. жителей;34;обл Волгоградская;;г Волгоград;Центральный;;;пр-кт им. В.И. Ленина;52;Собственность;01;Строительство;Не планируется переформатирование;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;D;Гаражный фонд;Отдел транспортного обеспечения;Сервисы;Используется;01;Гаражный;Гаражный холодный;2.085,30;25;04;16;Гараж;X;;-;;0000000000;5400;IB54000000000100001764;03;I000000000000000837849;08;8621;08;80.4000;0.0000;80.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;475.8676;452.0742;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10235415;30;80.4000;0.0000;2085.30;1.0000000000;48.724171;44.536640;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010340;Поволжский банк;Оренбургское отд. №8623;5400/1/1798;В пользовании;8623 Д/о №8623/316;Здание/помещение  (нежилое);1997-12-30;9999-12-31;СМ- сельская местность;56;обл Оренбургская;р-н Тоцкий;;;с Тоцкое;;ул Красная Площадь;8;Собственность;01;Преобразование имущественного права;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Дополнительный офис № 8623/0316;Сеть продаж;Используется;05;Ритейл;Ритейл - ТЦ;4.701,90;01;01;01;Служебное;X;;-;X;0000000000;5400;IB54000000000100001798;04;I000000000000000836865;06;8623;06;130.4000;194.0000;0.0000;0.0000;0.0000;0.0000;148.7730;0.0000;0.0000;0.0000;2183.2602;1940.5561;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;26.0800;1;0.0000;0.0000;26.0800;0;0.0000;10191844;38;130.4000;5.0000;4701.90;1.0000000000;52.525965;52.750859;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010346;Поволжский банк;Оренбургское отд. №8623;5400/1/1804;В пользовании;8623 Д/о №8623/179;Здание/помещение  (нежилое);2005-07-29;9999-12-31;СМ- сельская местность;56;обл Оренбургская;р-н Сакмарский;;;с Татарская Каргала;;ул Ленина;7;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис № 8623/0179;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.963,10;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001804;04;I000000000000000836852;06;8623;06;13.4000;13.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;395.5198;0.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;13.4000;1;0.0000;0.0000;13.4000;0;0.0000;10274729;38;13.4000;1.0000;2963.10;1.2000000000;51.948096;55.179081;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010372;Поволжский банк;Волгоградское отд. №8621;5400/1/1830;В пользовании;Доп.офис №8621/0663;Здание/помещение  (нежилое);1994-10-01;9999-12-31;СМ- сельская местность;34;обл Волгоградская;р-н Жирновский;;;рп Линево;;ул Советская;22;Собственность;01;Договор купли-продажи;Не планируется переформатирование;2024-05-01;2024-09-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис №8621/0663;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.681,70;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001830;04;I000000000000000837598;06;8621;06;36.8000;36.8000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1515.4479;1487.1845;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;36.8000;1;0.0000;0.0000;36.8000;0;0.0000;10205779;38;36.8000;1.0000;2681.70;1.2000000000;50.886405;44.824738;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
